FIRE;;;;;;;;;;;;;;;;;NOFIRE;;;;;;;;;;;;;;;
5;12;93;105,77;32,63;148,6;4,654;79,256;10,787;89,453;15,887;1,129;0,602;1,473;3,413;2,053880531;;5;42;39;47,146;34,097;21,056;15,236;36,09;17,477;84,293;27,701;2,336;4,003;1,585;1,818;0,812417515
4;44;76;88,039;32,609;88,968;34,326;88,395;32,897;86,755;30,445;0,981;0,975;0,925;0,887;1,071078995;;4;51;168;152,491;61,537;101,419;46,869;165,805;49,684;190,248;49,841;1,147;1,876;1,003;1,063;0,809935486
1;32;171;163,71;32,596;144,41;26,924;162,243;26,859;184,478;30,582;1,137;1,277;1,139;1,136;1,065855732;;3;23;113;112,125;32,037;85,525;25,273;128,301;26,272;122,55;25,927;0,955;1,433;0,987;1,026;0,809283017
5;11;65;79,993;32,106;123,248;9,373;57,458;9,773;59,274;10,047;1,032;0,481;1,028;1,072;3,19558077;;3;42;128;127,973;35,158;97,979;27,334;145,246;28,179;140,694;28,411;0,969;1,436;1,008;1,039;0,808094886
2;45;29;43,717;32,071;15,008;4,897;30,186;8,277;85,958;14,196;2,848;5,728;1,715;2,899;2,259157509;;3;52;133;130,484;41,888;93,773;29,95;151,925;34,41;145,754;33,797;0,959;1,554;0,982;1,128;0,806842055
4;86;80;78,524;32,023;86,285;34,062;77,928;30,562;71,36;29,5;0,916;0,827;0,965;0,866;1,085525424;;5;39;61;74,075;56,092;30,235;26,566;59,379;33,556;132,61;45,199;2,233;4,386;1,347;1,701;0,805801184
1;51;52;61,418;31,507;53,797;29,195;63,642;30,051;66,816;33,623;1,05;1,242;1,119;1,152;0,937066889;;3;98;137;141,535;44,888;96,342;24,226;166,685;32,862;161,579;36,074;0,969;1,677;1,098;1,489;0,803644627
4;70;131;131,138;31,268;139,986;33,677;132,682;30,694;120,746;25,847;0,91;0,863;0,842;0,767;1,209734205;;2;30;108;115,617;47,184;92,786;31,451;98,461;42,921;155,605;37,853;1,58;1,677;0,882;1,204;0,802242286
3;56;34;48,098;31,256;22,243;2,925;34,789;6,535;87,261;22,367;2,508;3,923;3,423;7,647;1,397415836;;3;89;136;134,663;38,759;99,461;27,802;155,107;29,907;149,421;31,055;0,963;1,502;1,038;1,117;0,801233262
3;47;30;41,122;31,232;18,854;6,623;29,587;10,634;74,925;31,589;2,532;3,974;2,971;4,77;0,988698598;;4;68;141;132,601;55,835;80,912;31,245;140,87;41,876;176,019;44,692;1,25;2,175;1,067;1,43;0,800429838
1;66;143;149,768;30,994;122,728;12,782;141,192;15,511;185,384;20,117;1,313;1,511;1,297;1,574;1,540686981;;5;50;23;27,738;20,283;14,781;13,362;20,822;13,575;47,611;16,146;2,287;3,221;1,189;1,208;0,796036089
4;93;109;109,355;30,981;122,79;32,534;108,366;29,619;96,907;24,642;0,894;0,789;0,832;0,757;1,25724373;;5;74;3;3,779;3,075;1,264;1,374;2,896;1,373;7,176;2,438;2,478;5,677;1,776;1,775;0,792845528
4;56;98;100,516;30,978;110,79;31,248;101,31;30,418;89,446;27,357;0,883;0,807;0,899;0,875;1,132361004;;3;73;120;120,829;39,553;82,656;25,691;140,771;29,586;139,059;31,158;0,988;1,682;1,053;1,213;0,787753141
1;47;107;116,478;30,909;100,514;11,961;107,792;19,292;141,13;37,588;1,309;1,404;1,948;3,143;0,822310312;;3;14;114;113,025;30,249;87,347;24,37;129,35;23,904;122,378;23,799;0,946;1,401;0,996;0,977;0,786769811
3;76;2;12,75;30,883;6,053;12,208;9,918;24,269;22,278;44,494;2,246;3,681;1,833;3,645;0,694093586;;3;12;113;113,355;32,348;85,174;25,4;130,269;25,344;124,622;25,387;0,957;1,463;1,002;0,999;0,784808953
4;8;144;140,968;30,782;158,003;26,164;142,851;27,118;122,05;27,768;0,854;0,772;1,024;1,061;1,108542207;;2;53;54;66,079;50,491;34,494;24,49;42,773;30,432;120,97;39,604;2,828;3,507;1,301;1,617;0,784377414
4;83;74;80,645;30,32;80,885;32,688;79,014;27,914;82,037;30,093;1,038;1,014;1,078;0,921;1,007543282;;5;82;3;4,452;3,037;2,043;1,34;3,443;1,305;7,869;2,381;2,285;3,851;1,825;1,777;0,783997366
1;69;89;96,469;30,174;80,418;16,723;92,264;24,583;116,726;34,083;1,265;1,452;1,386;2,038;0,885309392;;2;34;60;88,392;50,499;54,502;9,024;62,642;25,38;148,032;39,449;2,363;2,716;1,554;4,372;0,781183786
4;84;114;114,006;29,909;130,992;27,281;114,05;26,659;96,978;25,499;0,85;0,74;0,957;0,935;1,172947959;;3;65;130;130,538;40,887;92,219;29,289;152,934;30,372;146,461;31,804;0,958;1,588;1,047;1,086;0,777851151
4;48;127;124,291;29,831;134,405;28,856;126,707;28,708;111,76;27,345;0,882;0,832;0,953;0,948;1,090912415;;3;1;110;108,562;34,769;77,558;26,222;127,173;27,386;120,955;26,979;0,951;1,56;0,985;1,029;0,77594984
4;49;73;72,546;29,785;80,699;30,563;72,088;29,111;64,85;27,457;0,9;0,804;0,943;0,898;1,084787122;;5;10;34;44,294;34,133;18,659;12,498;30,414;15,292;83,808;26,343;2,756;4,492;1,723;2,108;0,771775115
3;62;29;43,132;29,721;21,347;4,736;32,63;12,147;75,419;29,2;2,311;3,533;2,404;6,165;1,017842466;;2;56;42;51,464;37,254;32,4;17,81;27,95;17,071;94,042;28,735;3,365;2,903;1,683;1,613;0,771326569
1;52;85;87,93;29,648;76,642;27,635;90,859;27,822;96,288;29,89;1,06;1,256;1,074;1,082;0,991903647;;5;9;86;94,015;65,449;37,651;27,629;82,242;39,896;162,154;50,371;1,972;4,307;1,263;1,823;0,769622149
4;96;58;60,102;29,605;47,898;25,999;61,013;27,702;71,397;30,144;1,17;1,491;1,088;1,159;0,982119161;;3;45;106;106,158;33,724;75,378;24,305;125,558;26,379;117,538;25,923;0,936;1,559;0,983;1,067;0,768681058
5;13;129;127,02;29,538;156,118;5,827;101,958;18,763;122,982;27,211;1,206;0,788;1,45;4,67;1,085516887;;3;90;100;99,938;39,388;63,626;28,405;122,882;30,154;113,307;30,239;0,922;1,781;1,003;1,065;0,767721133
3;54;34;46,004;29,401;21,789;2,639;33,774;7,179;82,45;21,693;2,441;3,784;3,022;8,219;1,355321993;;3;74;131;130,965;40,334;91,598;25,696;152,474;30,596;148,822;30,868;0,976;1,625;1,009;1,201;0,765309664
4;38;132;130,958;29,339;141,88;27,033;132,822;28,32;118,171;27,628;0,89;0,833;0,976;1,022;1,061929926;;4;73;142;135,916;52,692;81,837;28,371;155,314;37,352;170,597;40,321;1,098;2,085;1,079;1,421;0,765220527
1;33;166;159,442;29,334;146,354;25,435;158,592;25,054;173,381;30,667;1,093;1,185;1,224;1,206;0,956533081;;4;81;131;119,757;54,338;64,387;24,684;132,925;38,808;161,958;41,503;1,218;2,515;1,069;1,681;0,763793294
4;39;81;84,059;29,303;85,296;30,407;84,912;29,46;81,968;27,872;0,965;0,961;0,946;0,917;1,051341848;;5;75;3;4,201;3,493;1,141;1,667;3,699;2,143;7,763;2,632;2,099;6,805;1,229;1,579;0,753507014
4;85;93;93,974;29,3;96,48;30,262;90,589;24,858;94,853;31,988;1,047;0,983;1,287;1,057;0,915968488;;5;81;4;5,53;4,143;2,123;1,371;4,013;1,333;10,454;3,11;2,605;4,924;2,334;2,268;0,75066377
4;81;82;83,315;29,012;53,981;14,598;82,818;15,774;113,147;17,678;1,366;2,096;1,121;1,211;1,641135875;;5;47;64;76,965;59,292;27,259;22,077;59,862;29,252;143,774;44,463;2,402;5,274;1,52;2,014;0,749898806
4;11;153;153,811;29,008;176,594;21,958;155,331;21,932;129,507;21,193;0,834;0,733;0,966;0,965;1,368753834;;2;31;94;98,253;38,094;79,544;20,466;76,331;25,374;138,885;28,445;1,82;1,746;1,121;1,39;0,746705518
3;55;34;46,564;28,903;23,042;3,186;34,058;7,042;82,594;20,942;2,425;3,585;2,974;6,574;1,380145163;;5;88;4;4,677;3,552;1,243;0,974;3,974;0,724;8,814;2,641;2,218;7,09;3,648;2,712;0,743524775
3;68;20;26,21;28,614;12,821;10,891;17,71;14,266;48,099;37,463;2,716;3,752;2,626;3,44;0,76379361;;5;55;46;58,025;43,717;22,344;18,369;44,693;22,2;107,037;32,408;2,395;4,79;1,46;1,764;0,741313448
5;85;29;37,127;28,49;16,923;9,522;33,437;17,526;61,022;32,319;1,825;3,606;1,844;3,394;0,8815248;;3;75;132;131,791;37,275;93,269;22,17;152,088;26,391;150,018;27,424;0,986;1,608;1,039;1,237;0,735720993
1;39;116;116,705;28,47;110,563;32,099;117,354;25,097;122,198;26,516;1,041;1,105;1,057;0,826;1,073691356;;3;84;118;114,949;35,681;78,24;21,183;135,84;25,683;130,768;26,018;0,963;1,671;1,013;1,228;0,729183599
4;59;76;77,405;28,406;88,544;28,587;76,819;27,004;66,851;25,269;0,87;0,755;0,936;0,884;1,124144208;;3;81;75;71,356;25,751;45,947;17,873;87,989;18,075;80,131;18,547;0,911;1,744;1,026;1,038;0,720243874
4;65;84;86,305;28,288;97,49;29,095;85,509;26,836;75,917;24,5;0,888;0,779;0,913;0,842;1,154612245;;3;96;131;130,343;37,939;89,12;17,457;154,245;26,403;147,664;27,306;0,957;1,657;1,034;1,564;0,71973431
2;29;109;108,011;28,139;102,893;13,947;103,754;24,196;117,387;38,252;1,131;1,141;1,581;2,743;0,735621667;;3;71;70;69,401;24,759;45,136;17,097;85,256;17,935;77,811;17,725;0,913;1,724;0,988;1,037;0,715901288
5;22;144;146,033;27,971;148,243;12,207;129,477;26,672;160,379;31,653;1,239;1,082;1,187;2,593;0,883676113;;2;55;57;82,805;63,267;34,258;21,005;62,758;45,34;151,398;45,25;2,412;4,419;0,998;2,154;0,715222786
4;68;81;80,019;27,526;91,667;28,154;79,101;25,696;69,29;23,844;0,876;0,756;0,928;0,847;1,154420399;;2;19;85;85,589;17,578;92,17;11,966;68,274;12,948;96,323;12,563;1,411;1,045;0,97;1,05;0,714700193
5;5;105;112,146;27,454;145,149;5,336;87,605;10,898;103,683;18,731;1,184;0,714;1,719;3,511;1,465698575;;2;65;49;76,354;53,173;38,106;9,995;53,814;35,702;137,141;37,966;2,548;3,599;1,063;3,798;0,71400899
1;30;38;47,106;27,418;39,154;24,693;51,763;25,989;50,4;29,568;0,974;1,287;1,138;1,197;0,927286255;;2;35;59;83,07;44,123;54,859;6,313;56,646;18,172;137,706;31,486;2,431;2,51;1,733;4,987;0,713596084
5;50;36;41,36;27,321;19,786;11,627;36,525;16,005;67,77;25,724;1,855;3,425;1,607;2,212;1,062082102;;2;45;97;110,599;75,096;47,525;31,633;100,675;60,361;183,597;53,557;1,824;3,863;0,887;1,693;0,713180462
4;91;68;71,153;27,235;49,822;17,116;70,755;20,764;92,882;23,954;1,313;1,864;1,154;1,399;1,136970861;;5;13;59;69,701;49,986;32,445;23,968;51,048;28,163;125,611;35,585;2,461;3,872;1,264;1,485;0,711899332
2;35;39;49,07;27,061;24,651;7,675;37,269;6,152;85,29;7,261;2,288;3,46;1,18;0,946;3,726897122;;5;33;47;56,821;42,138;25,222;19,589;40,566;22,181;104,675;29,971;2,58;4,15;1,351;1,53;0,711258247
2;26;80;84,039;26,928;70,422;19,205;78,648;21,552;103,048;27,682;1,31;1,463;1,284;1,441;0,972762084;;4;94;137;131,388;47,855;81,03;27,117;148,488;32,424;164,646;33,899;1,109;2,032;1,046;1,25;0,708369031
3;48;30;44,751;26,889;22,485;2,469;30,938;3,699;80,832;12,681;2,613;3,595;3,428;5,136;2,120416371;;5;89;4;4,448;3,544;1,117;1,68;4,016;1,772;8,211;2,505;2,045;7,352;1,414;1,491;0,706828442
4;2;158;157,761;26,878;179,686;19,705;160,022;18,794;133,573;18,838;0,835;0,743;1,002;0,956;1,4267969;;2;74;38;52,574;34,156;38,214;17,068;28,765;20,142;90,742;23,938;3,155;2,375;1,188;1,402;0,70084319
5;0;34;49,749;26,807;86,658;8,78;31,005;3,85;31,584;4,507;1,019;0,364;1,171;0,513;5,947858886;;2;70;48;53,444;27,634;42,922;12,484;32,886;16,176;84,525;19,343;2,57;1,969;1,196;1,549;0,69997105
3;58;30;44,652;26,584;22,398;2,764;30,16;2,041;81,397;7,271;2,699;3,634;3,562;2,631;3,65616834;;3;76;128;123,774;33,015;87,93;18,859;144,734;21,029;138,658;22,944;0,958;1,577;1,091;1,217;0,694956838
5;10;41;55,106;26,486;91,098;8,905;36,413;6,126;37,808;6,61;1,038;0,415;1,079;0,742;4,006959153;;5;31;31;41,315;32,607;14,382;12,637;29,925;14,091;79,638;22,532;2,661;5,537;1,599;1,783;0,691017266
4;34;173;171,402;26,455;185,277;26,739;172,92;23,48;156,01;20,038;0,902;0,842;0,853;0,749;1,320241541;;2;64;73;97,13;67,514;41,488;20,733;86,322;58,882;163,581;46,356;1,895;3,943;0,787;2,236;0,686613147
4;90;75;76,117;26,301;51,686;15,87;75,046;16,345;101,619;17,548;1,354;1,966;1,074;1,106;1,498803282;;5;11;43;53,686;40,903;21,405;17,926;38,554;20,023;101,099;27,889;2,622;4,723;1,393;1,556;0,681832628
2;24;55;64,613;26,29;40,131;7;54,918;7,447;98,789;10,376;1,799;2,462;1,393;1,482;2,533731689;;5;52;40;52,162;39,716;18,83;15,903;39,146;17,874;98,509;27,043;2,516;5,231;1,513;1,7;0,680909457
4;27;125;123,674;26,256;139,939;23,815;123,906;22,976;107,176;20,887;0,865;0,766;0,909;0,877;1,25704984;;5;30;42;55,447;41,986;20,421;15,473;40,579;17,452;105,341;28,412;2,596;5,159;1,628;1,836;0,676701758
5;15;129;136,582;25,97;123,323;15,843;118,594;7,425;167,83;15,533;1,415;1,361;2,092;0,98;1,67192429;;5;60;19;26,324;20,899;11,43;12,475;18,664;12,887;48,877;14,124;2,619;4,276;1,096;1,132;0,67582181
1;49;103;104,372;25,886;99,934;26,541;104,464;24,156;108,718;26,149;1,041;1,088;1,082;0,985;0,989942254;;3;78;124;119,434;30,735;86,482;18,193;139,571;20,744;132,25;20,423;0,948;1,529;0,985;1,123;0,664486741
4;32;179;175,764;25,848;196,486;20,404;177,622;19,021;153,184;16,84;0,862;0,78;0,885;0,825;1,534916865;;3;99;158;154,161;43,194;106,477;22,754;179;29,133;177,006;28,601;0,989;1,662;0,982;1,257;0,662152151
2;27;89;88,433;25,798;78,56;20,436;83,587;21,01;103,15;28,284;1,234;1,313;1,346;1,384;0,912105784;;4;0;174;163,906;52,882;113,082;38,399;174,261;36,909;204,376;34,994;1,173;1,807;0,948;0,911;0,661737453
2;46;36;40,742;25,671;22,63;13,202;30,89;14,443;68,707;19,67;2,224;3,036;1,362;1,49;1,305083884;;4;7;204;194,932;43,191;163,123;42,483;197,422;33,141;224,25;28,562;1,136;1,375;0,862;0,672;0,661295177
4;18;130;129,784;25,437;149,84;18,014;131,325;19,041;108,187;19,571;0,824;0,722;1,028;1,086;1,299729191;;5;23;57;72,963;55,561;25,539;17,984;54,378;25,419;138,973;36,603;2,556;5,442;1,44;2,035;0,658789439
4;7;152;149,552;25,187;163,942;22,36;151,053;21,679;133,661;21,71;0,885;0,815;1,001;0,971;1,16015661;;1;83;28;29,633;4,349;25,314;1,76;34,134;2,563;29,451;2,848;0,863;1,163;1,111;1,618;0,654863187
3;61;27;37,156;24,881;21,066;6,39;28,328;11,083;62,074;27,125;2,191;2,947;2,447;4,245;0,917271889;;4;49;153;156,897;53,559;107,374;27,741;151,317;33,202;211,998;34,843;1,401;1,974;1,049;1,256;0,650553595
4;46;114;115,556;24,837;127,522;19,627;114,893;19,376;104,254;28,612;0,907;0,818;1,477;1,458;0,868062351;;2;18;86;86,404;17,021;90,182;9,846;68,899;11,902;100,131;11,021;1,453;1,11;0,926;1,119;0,647494272
4;37;96;96,571;24,662;103,582;22,184;94,757;21,288;91,374;28,282;0,964;0,882;1,329;1,275;0,872003394;;4;88;120;114,479;52,319;58,378;26,728;125,01;32,264;160,051;33,485;1,28;2,742;1,038;1,253;0,640016055
5;76;30;38,391;24,382;18,368;6,227;34,85;12,855;61,957;24,712;1,778;3,373;1,922;3,969;0,986646164;;3;97;137;131,248;36,795;89,853;20,524;156,112;22,194;147,779;23,297;0,947;1,645;1,05;1,135;0,633156679
1;43;163;158,277;24,336;146,522;21,825;156,562;21,407;171,749;22,793;1,097;1,172;1,065;1,044;1,067696223;;3;85;122;114,729;32,018;78,306;17,329;135,418;19,088;130,464;20,213;0,963;1,666;1,059;1,166;0,631301143
2;81;38;41,086;24,277;25,846;15,426;33,603;13,016;63,808;23,585;1,899;2,469;1,812;1,529;1,029340683;;2;33;76;90,105;36,776;68,464;10,124;65,17;12,796;136,68;23,061;2,097;1,996;1,802;2,278;0,627066565
5;7;110;117,628;24,097;108,078;6,476;100,339;10,066;144,466;22,099;1,44;1,337;2,195;3,412;1,090411331;;4;18;158;156,265;50,852;111,403;38,377;157,456;36,718;199,936;31,869;1,27;1,795;0,868;0,83;0,626701015
4;41;178;174,51;24,087;194,203;17,99;175,291;17,614;154,035;17,29;0,879;0,793;0,982;0,961;1,393117409;;2;54;85;106,783;76,965;36,765;25,627;101,818;65,551;181,768;47,613;1,785;4,944;0,726;1,858;0,618631846
5;14;150;146,857;24,078;156,416;8,284;125,013;16,482;159,141;26,068;1,273;1,017;1,582;3,147;0,923661194;;5;41;22;29,439;21,88;10,786;7,873;21,262;7,571;56,269;13,501;2,646;5,217;1,783;1,715;0,617047532
2;0;108;106,41;24,022;89,95;19,071;101,011;18,583;128,267;15,632;1,27;1,426;0,841;0,82;1,53671955;;5;22;65;78,983;58,628;28,394;20,626;59,63;27,463;148,926;36,144;2,497;5,245;1,316;1,752;0,616497237
2;28;87;89,325;23,84;82,682;17,83;85,514;19,983;99,779;28,634;1,167;1,207;1,433;1,606;0,832576657;;3;77;128;123,846;31,127;88,371;17,156;144,706;18,404;138,462;19,14;0,957;1,567;1,04;1,116;0,614900247
4;1;127;128,046;23,799;146,194;16,179;129,747;18,003;108,198;19,676;0,834;0,74;1,093;1,216;1,209544623;;5;87;4;4,766;3,745;1,21;0,829;3,64;0,557;9,45;2,288;2,596;7,812;4,107;2,76;0,610947931
2;25;60;64,874;23,795;44,955;8,79;56,757;11,99;92,91;15,128;1,637;2,067;1,262;1,721;1,572911158;;4;41;170;155,412;55,104;95,69;30,163;168,741;34,35;201,805;33,511;1,196;2,109;0,976;1,111;0,60814097
4;35;138;136,852;23,536;147,6;23,691;138,032;21,684;124,925;19,268;0,905;0,846;0,889;0,813;1,221507162;;3;86;126;120,997;33,59;81,829;15,178;144,6;20,115;136,563;20,405;0,944;1,669;1,014;1,344;0,607472462
1;64;163;168,113;23,232;146,475;9,29;161,046;7,226;196,816;11,773;1,222;1,344;1,629;1,267;1,973328803;;5;58;51;66,419;52,375;20,566;15,471;47,861;19,802;130,829;31,661;2,734;6,361;1,599;2,047;0,604505967
5;23;171;179,048;23,2;164,846;5,292;167,734;16,348;204,563;18,404;1,22;1,241;1,126;3,478;1,260595523;;5;40;34;42,236;29,558;18,355;13,075;30,744;13,43;77,61;17,776;2,524;4,228;1,324;1,36;0,60139387
2;14;71;77,137;23,088;54,888;8,916;69,874;8,261;106,65;5,714;1,526;1,943;0,692;0,641;4,04060203;;4;8;170;166,183;46,13;120,517;29,072;167,752;27,652;210,28;27,235;1,254;1,745;0,985;0,937;0,590396705
4;31;177;175,563;22,986;198,571;12,835;177,072;12,209;151,045;11,769;0,853;0,761;0,964;0,917;1,95309712;;4;22;184;172,945;53,394;113,862;29,689;188,666;32,617;216,306;31,453;1,147;1,9;0,964;1,059;0,589073679
1;72;41;45,831;22,936;34,446;16,584;48,36;17,735;54,686;27,824;1,131;1,588;1,569;1,678;0,824324324;;4;21;189;170,637;54,951;110,707;35,118;189,005;33,836;212,2;32,006;1,123;1,917;0,946;0,911;0,582446179
4;20;134;131,943;22,862;155,594;12,271;133,19;11,592;107,045;10,109;0,804;0,688;0,872;0,824;2,261549115;;5;54;44;57,014;40,237;21,931;13,946;42,661;15,426;106,451;23,318;2,495;4,854;1,512;1,672;0,579516366
4;30;149;148,603;22,851;171,899;12,088;150,256;11,242;123,654;11,229;0,823;0,719;0,999;0,929;2,034998664;;4;3;173;161,742;49,963;106,027;29,506;175,712;27,552;203,488;28,586;1,158;1,919;1,038;0,969;0,572143386
4;79;25;31,516;22,824;30,267;23,919;32,376;22,785;31,904;21,659;0,985;1,054;0,951;0,906;1,053788264;;5;48;63;81,547;61,347;26,445;19,674;62,243;27,037;155,954;35,028;2,506;5,897;1,296;1,78;0,570981466
3;69;20;21,796;22,496;12,659;10,133;15,392;12,894;37,338;29,719;2,426;2,949;2,305;2,933;0,756956829;;1;53;67;94,651;58,718;41,4;6,668;72,093;9,705;170,461;33,361;2,364;4,117;3,437;5,003;0,568156272
2;60;21;30,049;22,46;13,926;5,92;18,541;5,602;57,68;17,059;3,111;4,142;3,045;2,881;1,31660707;;5;37;86;97,717;66,015;33,944;22,363;84,488;31,812;174,718;37,29;2,068;5,147;1,172;1,667;0,56487162
4;28;132;131,113;22,454;147,883;14,74;133,291;17,878;112,165;18,182;0,842;0,758;1,017;1,233;1,23495765;;4;84;154;142,531;46,158;89,091;24,217;159,811;25,76;178,691;26,072;1,118;2,006;1,012;1,077;0,564842498
3;59;27;39,635;22,444;20,915;2,402;27,344;1,993;70,645;6,197;2,584;3,378;3,109;2,58;3,621752461;;4;95;144;133,995;37,562;88,355;16,376;150,421;17,618;163,208;21,163;1,085;1,847;1,201;1,292;0,563415154
4;17;148;145,681;22,393;161,917;17,167;147,381;17,471;127,746;17,781;0,867;0,789;1,018;1,036;1,259377988;;5;49;71;87,081;64,124;26,558;18,468;69,462;24,981;165,222;35,931;2,379;6,221;1,438;1,946;0,560336224
5;81;21;28,132;22,354;12,434;9,12;22,418;13,221;49,546;22,44;2,21;3,985;1,697;2,461;0,996167558;;4;12;172;163,08;51,51;104,355;24,001;174,96;28,125;209,925;28,433;1,2;2,012;1,011;1,185;0,551989905
2;37;31;34,039;22,266;17,362;17,244;28,123;14,716;56,632;12,242;2,014;3,262;0,832;0,71;1,818820454;;2;75;41;51,136;28,016;40,723;8,335;26,502;10,196;86,182;15,422;3,252;2,116;1,513;1,85;0,550471159
5;77;20;26,095;22,26;16,691;18,646;23,491;19,415;38,104;22,857;1,622;2,283;1,177;1,226;0,973881087;;5;53;50;63,491;44,287;25,077;16,968;47,706;18,652;117,691;24,201;2,467;4,693;1,297;1,426;0,546458329
5;60;31;35,765;22,222;16,517;8,687;31,469;11,469;59,31;18,197;1,885;3,591;1,587;2,095;1,221190306;;2;37;49;55,452;24,421;48,594;8,682;32,312;7,366;85,451;13,306;2,645;1,758;1,806;1,533;0,544858933
4;74;89;90,734;22,164;103,61;23,685;89,659;19,43;78,934;15,137;0,88;0,762;0,779;0,639;1,464226729;;4;4;189;182,771;41,012;137,528;26,994;194,098;22,21;216,688;22,327;1,116;1,576;1,005;0,827;0,544401639
5;21;100;99,23;22,102;116,31;11,438;82,864;14,145;98,515;23,967;1,189;0,847;1,694;2,095;0,922184671;;4;92;132;125,508;47,036;71,242;23,723;137,898;23,858;167,384;25,556;1,214;2,35;1,071;1,077;0,543328514
2;36;36;41,312;22,053;24,107;14,969;33,09;11,915;66,739;9,102;2,017;2,768;0,764;0,608;2,422874094;;2;8;78;76,033;17,049;79,08;9,714;57,501;10,076;91,517;9,144;1,592;1,157;0,907;0,941;0,536336442
1;86;68;70,817;21,692;60,184;13,663;68,888;16,279;83,379;26,18;1,21;1,385;1,608;1,916;0,828571429;;4;33;203;191,258;43,097;147,354;35,526;203,973;26,72;222,448;23,105;1,091;1,51;0,865;0,65;0,536116203
4;21;162;159,888;21,627;184,344;7;160,802;7,518;134,518;7,427;0,837;0,73;0,988;1,061;2,911942911;;4;87;151;139,26;47,315;82,883;21,714;154,846;22,838;180,05;25,26;1,163;2,172;1,106;1,163;0,533868752
